Index,Activity
1375,STANDING
1376,STANDING
1377,STANDING
1378,STANDING
1379,STANDING
1380,STANDING
1381,STANDING
1382,STANDING
1383,STANDING
1384,STANDING
1385,STANDING
1386,STANDING
1387,STANDING
1388,STANDING
1389,STANDING
1390,STANDING
1391,STANDING
1392,STANDING
1393,STANDING
1394,STANDING
1395,STANDING
1396,SITTING
1397,SITTING
1398,SITTING
1399,SITTING
1400,STANDING
1401,SITTING
1402,SITTING
1403,STANDING
1404,SITTING
1405,SITTING
1406,SITTING
1407,SITTING
1408,SITTING
1409,SITTING
1410,SITTING
1411,SITTING
1412,SITTING
1413,SITTING
1414,STANDING
1415,STANDING
1416,SITTING
1417,SITTING
1418,SITTING
1419,LAYING
1420,LAYING
1421,LAYING
1422,LAYING
1423,LAYING
1424,LAYING
1425,LAYING
1426,LAYING
1427,LAYING
1428,LAYING
1429,LAYING
1430,LAYING
1431,LAYING
1432,LAYING
1433,LAYING
1434,LAYING
1435,LAYING
1436,LAYING
1437,LAYING
1438,LAYING
1439,LAYING
1440,LAYING
1441,LAYING
1442,LAYING
1443,LAYING
1444,LAYING
1445,LAYING
1446,LAYING
1447,LAYING
1448,LAYING
1449,LAYING
1450,LAYING
1451,LAYING
1452,WALKING
1453,WALKING
1454,WALKING
1455,WALKING
1456,WALKING
1457,WALKING
1458,WALKING
1459,WALKING
1460,WALKING
1461,WALKING
1462,WALKING
1463,WALKING
1464,WALKING
1465,WALKING
1466,WALKING
1467,WALKING
1468,WALKING
1469,WALKING
1470,WALKING
1471,WALKING
1472,WALKING
1473,WALKING
1474,WALKING
1475,WALKING_DOWNSTAIRS
1476,WALKING_DOWNSTAIRS
1477,WALKING_DOWNSTAIRS
1478,WALKING_DOWNSTAIRS
1479,WALKING_DOWNSTAIRS
1480,WALKING_DOWNSTAIRS
1481,WALKING_DOWNSTAIRS
1482,WALKING_DOWNSTAIRS
1483,WALKING_DOWNSTAIRS
1484,WALKING_DOWNSTAIRS
1485,WALKING_DOWNSTAIRS
1486,WALKING_DOWNSTAIRS
1487,WALKING_DOWNSTAIRS
1488,WALKING_DOWNSTAIRS
1489,WALKING_DOWNSTAIRS
1490,WALKING_DOWNSTAIRS
1491,WALKING_DOWNSTAIRS
1492,WALKING_DOWNSTAIRS
1493,WALKING_DOWNSTAIRS
1494,WALKING_DOWNSTAIRS
1495,WALKING_DOWNSTAIRS
1496,WALKING_UPSTAIRS
1497,WALKING_UPSTAIRS
1498,WALKING_UPSTAIRS
1499,WALKING_UPSTAIRS
1500,WALKING_UPSTAIRS
1501,WALKING_UPSTAIRS
1502,WALKING_UPSTAIRS
1503,WALKING_UPSTAIRS
1504,WALKING_UPSTAIRS
1505,WALKING_UPSTAIRS
1506,WALKING_UPSTAIRS
1507,WALKING_UPSTAIRS
1508,WALKING_UPSTAIRS
1509,WALKING_UPSTAIRS
1510,WALKING_UPSTAIRS
1511,WALKING_UPSTAIRS
1512,WALKING_UPSTAIRS
1513,WALKING_UPSTAIRS
1514,WALKING_UPSTAIRS
1515,WALKING_UPSTAIRS
1516,WALKING_UPSTAIRS
1517,WALKING_UPSTAIRS
1518,WALKING_UPSTAIRS
1519,WALKING_UPSTAIRS
1520,WALKING_UPSTAIRS
1521,STANDING
1522,STANDING
1523,STANDING
1524,STANDING
1525,STANDING
1526,STANDING
1527,STANDING
1528,STANDING
1529,STANDING
1530,STANDING
1531,STANDING
1532,STANDING
1533,STANDING
1534,STANDING
1535,STANDING
1536,STANDING
1537,STANDING
1538,STANDING
1539,STANDING
1540,STANDING
1541,STANDING
1542,STANDING
1543,STANDING
1544,STANDING
1545,STANDING
1546,STANDING
1547,STANDING
1548,SITTING
1549,SITTING
1550,SITTING
1551,SITTING
1552,SITTING
1553,SITTING
1554,SITTING
1555,SITTING
1556,SITTING
1557,SITTING
1558,SITTING
1559,SITTING
1560,SITTING
1561,SITTING
1562,SITTING
1563,SITTING
1564,SITTING
1565,SITTING
1566,SITTING
1567,SITTING
1568,SITTING
1569,SITTING
1570,SITTING
1571,SITTING
1572,LAYING
1573,LAYING
1574,LAYING
1575,LAYING
1576,LAYING
1577,LAYING
1578,LAYING
1579,LAYING
1580,LAYING
1581,LAYING
1582,LAYING
1583,LAYING
1584,LAYING
1585,LAYING
1586,LAYING
1587,LAYING
1588,LAYING
1589,LAYING
1590,LAYING
1591,LAYING
1592,LAYING
1593,LAYING
1594,LAYING
1595,LAYING
1596,LAYING
1597,LAYING
1598,LAYING
1599,LAYING
1600,LAYING
1601,LAYING
1602,LAYING
1603,LAYING
1604,LAYING
1605,WALKING
1606,WALKING
1607,WALKING
1608,WALKING
1609,WALKING
1610,WALKING
1611,WALKING
1612,WALKING
1613,WALKING
1614,WALKING
1615,WALKING
1616,WALKING
1617,WALKING
1618,WALKING
1619,WALKING
1620,WALKING
1621,WALKING
1622,WALKING
1623,WALKING
1624,WALKING
1625,WALKING
1626,WALKING
1627,WALKING
1628,WALKING
1629,WALKING
1630,WALKING
1631,WALKING
1632,WALKING
1633,WALKING
1634,WALKING
1635,WALKING_DOWNSTAIRS
1636,WALKING
1637,WALKING
1638,WALKING_DOWNSTAIRS
1639,WALKING_DOWNSTAIRS
1640,WALKING_DOWNSTAIRS
1641,WALKING
1642,WALKING_DOWNSTAIRS
1643,WALKING_DOWNSTAIRS
1644,WALKING_DOWNSTAIRS
1645,WALKING_DOWNSTAIRS
1646,WALKING_DOWNSTAIRS
1647,WALKING_DOWNSTAIRS
1648,WALKING_DOWNSTAIRS
1649,WALKING_DOWNSTAIRS
1650,WALKING_DOWNSTAIRS
1651,WALKING_DOWNSTAIRS
1652,WALKING_DOWNSTAIRS
1653,WALKING_DOWNSTAIRS
1654,WALKING_DOWNSTAIRS
1655,WALKING_DOWNSTAIRS
1656,WALKING_DOWNSTAIRS
1657,WALKING_DOWNSTAIRS
1658,WALKING_DOWNSTAIRS
1659,WALKING_DOWNSTAIRS
1660,WALKING_DOWNSTAIRS
1661,WALKING_DOWNSTAIRS
1662,WALKING_UPSTAIRS
1663,WALKING_UPSTAIRS
1664,WALKING_UPSTAIRS
1665,WALKING_UPSTAIRS
1666,WALKING_UPSTAIRS
1667,WALKING_UPSTAIRS
1668,WALKING_UPSTAIRS
1669,WALKING_UPSTAIRS
1670,WALKING_UPSTAIRS
1671,WALKING_UPSTAIRS
1672,WALKING_UPSTAIRS
1673,WALKING_UPSTAIRS
1674,WALKING_UPSTAIRS
1675,WALKING_UPSTAIRS
1676,WALKING_UPSTAIRS
1677,WALKING_UPSTAIRS
1678,WALKING_UPSTAIRS
1679,WALKING_UPSTAIRS
1680,WALKING_UPSTAIRS
1681,WALKING_UPSTAIRS
1682,WALKING_UPSTAIRS
1683,WALKING_UPSTAIRS
1684,WALKING_UPSTAIRS
1685,WALKING_UPSTAIRS
1686,WALKING_UPSTAIRS
1687,WALKING_UPSTAIRS
1688,WALKING_UPSTAIRS
1689,WALKING_UPSTAIRS
1690,WALKING_UPSTAIRS
1691,WALKING_UPSTAIRS
1692,WALKING_UPSTAIRS
1693,STANDING
1694,STANDING
1695,STANDING
1696,STANDING
1697,STANDING
1698,STANDING
1699,STANDING
1700,STANDING
1701,STANDING
1702,STANDING
1703,STANDING
1704,STANDING
1705,STANDING
1706,STANDING
1707,STANDING
1708,STANDING
1709,STANDING
1710,STANDING
1711,STANDING
1712,STANDING
1713,STANDING
1714,STANDING
1715,STANDING
1716,STANDING
1717,STANDING
1718,STANDING
1719,STANDING
1720,STANDING
1721,STANDING
1722,STANDING
1723,SITTING
1724,SITTING
1725,SITTING
1726,SITTING
1727,SITTING
1728,SITTING
1729,SITTING
1730,SITTING
1731,SITTING
1732,SITTING
1733,SITTING
1734,SITTING
1735,SITTING
1736,SITTING
1737,SITTING
1738,SITTING
1739,SITTING
1740,SITTING
1741,SITTING
1742,SITTING
1743,SITTING
1744,SITTING
1745,SITTING
1746,SITTING
1747,SITTING
1748,LAYING
1749,LAYING
1750,LAYING
1751,LAYING
1752,LAYING
1753,LAYING
1754,LAYING
1755,LAYING
1756,LAYING
1757,LAYING
1758,LAYING
1759,LAYING
1760,LAYING
1761,LAYING
1762,LAYING
1763,LAYING
1764,LAYING
1765,LAYING
1766,LAYING
1767,LAYING
1768,LAYING
1769,LAYING
1770,LAYING
1771,LAYING
1772,LAYING
1773,LAYING
1774,LAYING
1775,LAYING
1776,LAYING
1777,WALKING
1778,WALKING
1779,WALKING
1780,WALKING
1781,WALKING
1782,WALKING
1783,WALKING
1784,WALKING
1785,WALKING
1786,WALKING
1787,WALKING
1788,WALKING
1789,WALKING
1790,WALKING
1791,WALKING
1792,WALKING
1793,WALKING
1794,WALKING
1795,WALKING
1796,WALKING
1797,WALKING
1798,WALKING
1799,WALKING
1800,WALKING
1801,WALKING
1802,WALKING
1803,WALKING
1804,WALKING_DOWNSTAIRS
1805,WALKING_DOWNSTAIRS
1806,WALKING_DOWNSTAIRS
1807,WALKING_DOWNSTAIRS
1808,WALKING_DOWNSTAIRS
1809,WALKING_DOWNSTAIRS
1810,WALKING_DOWNSTAIRS
1811,WALKING_DOWNSTAIRS
1812,WALKING_DOWNSTAIRS
1813,WALKING_DOWNSTAIRS
1814,WALKING_DOWNSTAIRS
1815,WALKING_DOWNSTAIRS
1816,WALKING_DOWNSTAIRS
1817,WALKING_DOWNSTAIRS
1818,WALKING_DOWNSTAIRS
1819,WALKING_DOWNSTAIRS
1820,WALKING_DOWNSTAIRS
1821,WALKING_DOWNSTAIRS
1822,WALKING_DOWNSTAIRS
1823,WALKING_DOWNSTAIRS
1824,WALKING_UPSTAIRS
1825,WALKING_UPSTAIRS
1826,WALKING_UPSTAIRS
1827,WALKING_UPSTAIRS
1828,WALKING_UPSTAIRS
1829,WALKING_UPSTAIRS
1830,WALKING_UPSTAIRS
1831,WALKING_UPSTAIRS
1832,WALKING_UPSTAIRS
1833,WALKING_UPSTAIRS
1834,WALKING_UPSTAIRS
1835,WALKING_UPSTAIRS
1836,WALKING_UPSTAIRS
1837,WALKING_UPSTAIRS
1838,WALKING_UPSTAIRS
1839,WALKING_UPSTAIRS
1840,WALKING_UPSTAIRS
1841,WALKING_UPSTAIRS
1842,WALKING_UPSTAIRS
1843,WALKING_UPSTAIRS
1844,WALKING_UPSTAIRS
1845,WALKING_UPSTAIRS
1846,WALKING_UPSTAIRS
1847,WALKING_UPSTAIRS
1848,STANDING
1849,STANDING
1850,STANDING
1851,STANDING
1852,STANDING
1853,STANDING
1854,STANDING
1855,STANDING
1856,STANDING
1857,STANDING
1858,STANDING
1859,STANDING
1860,STANDING
1861,STANDING
1862,STANDING
1863,STANDING
1864,STANDING
1865,STANDING
1866,STANDING
1867,STANDING
1868,STANDING
1869,STANDING
1870,STANDING
1871,STANDING
1872,STANDING
1873,STANDING
1874,STANDING
1875,STANDING
1876,STANDING
1877,STANDING
1878,STANDING
1879,STANDING
1880,STANDING
1881,STANDING
1882,STANDING
1883,STANDING
1884,STANDING
1885,STANDING
1886,STANDING
1887,STANDING
1888,SITTING
1889,SITTING
1890,SITTING
1891,SITTING
1892,SITTING
1893,SITTING
1894,SITTING
1895,SITTING
1896,SITTING
1897,SITTING
1898,SITTING
1899,SITTING
1900,SITTING
1901,SITTING
1902,SITTING
1903,SITTING
1904,SITTING
1905,SITTING
1906,SITTING
1907,SITTING
1908,SITTING
1909,SITTING
1910,SITTING
1911,SITTING
1912,SITTING
1913,SITTING
1914,SITTING
1915,SITTING
1916,SITTING
1917,SITTING
1918,LAYING
1919,LAYING
1920,LAYING
1921,LAYING
1922,LAYING
1923,LAYING
1924,LAYING
1925,LAYING
1926,LAYING
1927,LAYING
1928,LAYING
1929,LAYING
1930,LAYING
1931,LAYING
1932,LAYING
1933,LAYING
1934,LAYING
1935,LAYING
1936,LAYING
1937,LAYING
1938,LAYING
1939,LAYING
1940,LAYING
1941,LAYING
1942,LAYING
1943,LAYING
1944,LAYING
1945,LAYING
1946,LAYING
1947,LAYING
1948,LAYING
1949,LAYING
1950,WALKING
1951,WALKING
1952,WALKING
1953,WALKING
1954,WALKING
1955,WALKING
1956,WALKING
1957,WALKING
1958,WALKING
1959,WALKING
1960,WALKING
1961,WALKING
1962,WALKING
1963,WALKING
1964,WALKING
1965,WALKING
1966,WALKING
1967,WALKING
1968,WALKING
1969,WALKING
1970,WALKING
1971,WALKING
1972,WALKING
1973,WALKING
1974,WALKING
1975,WALKING
1976,WALKING
1977,WALKING
1978,WALKING
1979,WALKING_DOWNSTAIRS
1980,WALKING_DOWNSTAIRS
1981,WALKING_DOWNSTAIRS
1982,WALKING_DOWNSTAIRS
1983,WALKING_DOWNSTAIRS
1984,WALKING_DOWNSTAIRS
1985,WALKING_DOWNSTAIRS
1986,WALKING_DOWNSTAIRS
1987,WALKING_DOWNSTAIRS
1988,WALKING_DOWNSTAIRS
1989,WALKING_UPSTAIRS
1990,WALKING_UPSTAIRS
1991,WALKING_UPSTAIRS
1992,WALKING_UPSTAIRS
1993,WALKING_UPSTAIRS
1994,WALKING_UPSTAIRS
1995,WALKING_UPSTAIRS
1996,WALKING_UPSTAIRS
1997,WALKING_UPSTAIRS
1998,WALKING_UPSTAIRS
1999,WALKING_DOWNSTAIRS
2000,WALKING_DOWNSTAIRS
2001,WALKING_DOWNSTAIRS
2002,WALKING_DOWNSTAIRS
2003,WALKING_DOWNSTAIRS
2004,WALKING_DOWNSTAIRS
2005,WALKING_DOWNSTAIRS
2006,WALKING_DOWNSTAIRS
2007,WALKING_DOWNSTAIRS
2008,WALKING_UPSTAIRS
2009,WALKING_UPSTAIRS
2010,WALKING_UPSTAIRS
2011,WALKING_UPSTAIRS
2012,WALKING_UPSTAIRS
2013,WALKING_UPSTAIRS
2014,WALKING_UPSTAIRS
2015,WALKING_UPSTAIRS
2016,WALKING_UPSTAIRS
2017,WALKING_DOWNSTAIRS
2018,WALKING_DOWNSTAIRS
2019,WALKING_DOWNSTAIRS
2020,WALKING_DOWNSTAIRS
2021,WALKING_DOWNSTAIRS
2022,WALKING_DOWNSTAIRS
2023,WALKING_DOWNSTAIRS
2024,WALKING_DOWNSTAIRS
2025,WALKING_DOWNSTAIRS
2026,WALKING_UPSTAIRS
2027,WALKING_UPSTAIRS
2028,WALKING_UPSTAIRS
2029,WALKING_UPSTAIRS
2030,WALKING_UPSTAIRS
2031,WALKING_UPSTAIRS
2032,WALKING_UPSTAIRS
2033,WALKING_UPSTAIRS
2034,WALKING_UPSTAIRS
2035,WALKING_UPSTAIRS
2036,STANDING
2037,STANDING
2038,STANDING
2039,STANDING
2040,STANDING
2041,STANDING
2042,STANDING
2043,STANDING
2044,STANDING
2045,STANDING
2046,STANDING
2047,STANDING
2048,STANDING
2049,STANDING
2050,STANDING
2051,STANDING
2052,STANDING
2053,STANDING
2054,STANDING
2055,STANDING
2056,STANDING
2057,STANDING
2058,STANDING
2059,STANDING
2060,STANDING
2061,STANDING
2062,STANDING
2063,STANDING
2064,STANDING
2065,STANDING
2066,STANDING
2067,STANDING
2068,STANDING
2069,SITTING
2070,SITTING
2071,SITTING
2072,SITTING
2073,SITTING
2074,SITTING
2075,SITTING
2076,SITTING
2077,SITTING
2078,SITTING
2079,SITTING
2080,SITTING
2081,SITTING
2082,SITTING
2083,SITTING
2084,SITTING
2085,STANDING
2086,STANDING
2087,SITTING
2088,SITTING
2089,SITTING
2090,SITTING
2091,SITTING
2092,SITTING
2093,SITTING
2094,SITTING
2095,SITTING
2096,LAYING
2097,LAYING
2098,LAYING
2099,LAYING
2100,LAYING
2101,LAYING
2102,LAYING
2103,LAYING
2104,LAYING
2105,LAYING
2106,LAYING
2107,LAYING
2108,LAYING
2109,LAYING
2110,LAYING
2111,LAYING
2112,LAYING
2113,LAYING
2114,LAYING
2115,LAYING
2116,LAYING
2117,LAYING
2118,LAYING
2119,LAYING
2120,LAYING
2121,LAYING
2122,LAYING
2123,LAYING
2124,LAYING
2125,LAYING
2126,LAYING
2127,LAYING
2128,LAYING
2129,WALKING
2130,WALKING
2131,WALKING
2132,WALKING
2133,WALKING
2134,WALKING
2135,WALKING
2136,WALKING
2137,WALKING
2138,WALKING
2139,WALKING
2140,WALKING
2141,WALKING
2142,WALKING
2143,WALKING
2144,WALKING
2145,WALKING
2146,WALKING
2147,WALKING
2148,WALKING
2149,WALKING
2150,WALKING
2151,WALKING
2152,WALKING
2153,WALKING
2154,WALKING
2155,WALKING
2156,WALKING_DOWNSTAIRS
2157,WALKING_DOWNSTAIRS
2158,WALKING_DOWNSTAIRS
2159,WALKING_DOWNSTAIRS
2160,WALKING_DOWNSTAIRS
2161,WALKING_DOWNSTAIRS
2162,WALKING_DOWNSTAIRS
2163,WALKING_DOWNSTAIRS
2164,WALKING_DOWNSTAIRS
2165,WALKING_DOWNSTAIRS
2166,WALKING_DOWNSTAIRS
2167,WALKING
2168,WALKING_UPSTAIRS
2169,WALKING_UPSTAIRS
2170,WALKING_UPSTAIRS
2171,WALKING_UPSTAIRS
2172,WALKING_DOWNSTAIRS
2173,WALKING_DOWNSTAIRS
2174,WALKING_UPSTAIRS
2175,WALKING_UPSTAIRS
2176,WALKING_UPSTAIRS
2177,WALKING_UPSTAIRS
2178,WALKING_UPSTAIRS
2179,WALKING_UPSTAIRS
2180,WALKING_UPSTAIRS
2181,WALKING_UPSTAIRS
2182,WALKING_UPSTAIRS
2183,WALKING_UPSTAIRS
2184,WALKING_UPSTAIRS
2185,WALKING_UPSTAIRS
2186,WALKING_UPSTAIRS
2187,WALKING_UPSTAIRS
2188,WALKING_UPSTAIRS
2189,WALKING_UPSTAIRS
2190,WALKING_UPSTAIRS
2191,WALKING_UPSTAIRS
2192,WALKING_UPSTAIRS
2193,WALKING_UPSTAIRS
2194,WALKING_UPSTAIRS
2195,WALKING_UPSTAIRS
2196,WALKING_UPSTAIRS
2197,WALKING_UPSTAIRS
2198,WALKING_UPSTAIRS
2199,WALKING_UPSTAIRS
2200,WALKING_UPSTAIRS
2201,WALKING_UPSTAIRS
2202,WALKING_UPSTAIRS
2203,WALKING_DOWNSTAIRS
2204,WALKING_DOWNSTAIRS
2205,WALKING_DOWNSTAIRS
2206,WALKING_DOWNSTAIRS
2207,WALKING_DOWNSTAIRS
2208,WALKING_UPSTAIRS
2209,WALKING_UPSTAIRS
2210,WALKING_DOWNSTAIRS
2211,WALKING_DOWNSTAIRS
2212,STANDING
2213,STANDING
2214,STANDING
2215,STANDING
2216,STANDING
2217,STANDING
2218,STANDING
2219,STANDING
2220,STANDING
2221,STANDING
2222,STANDING
2223,STANDING
2224,STANDING
2225,STANDING
2226,STANDING
2227,STANDING
2228,STANDING
2229,STANDING
2230,STANDING
2231,STANDING
2232,STANDING
2233,STANDING
2234,STANDING
2235,STANDING
2236,STANDING
2237,STANDING
2238,STANDING
2239,STANDING
2240,STANDING
2241,STANDING
2242,STANDING
2243,STANDING
2244,STANDING
2245,STANDING
2246,STANDING
2247,STANDING
2248,STANDING
2249,STANDING
2250,SITTING
2251,SITTING
2252,SITTING
2253,SITTING
2254,SITTING
2255,SITTING
2256,SITTING
2257,SITTING
2258,SITTING
2259,SITTING
2260,SITTING
2261,SITTING
2262,SITTING
2263,SITTING
2264,SITTING
2265,SITTING
2266,SITTING
2267,SITTING
2268,SITTING
2269,SITTING
2270,SITTING
2271,SITTING
2272,SITTING
2273,SITTING
2274,SITTING
2275,STANDING
2276,SITTING
2277,SITTING
2278,SITTING
2279,SITTING
2280,SITTING
2281,SITTING
2282,SITTING
2283,SITTING
2284,SITTING
2285,SITTING
2286,LAYING
2287,LAYING
2288,LAYING
2289,LAYING
2290,LAYING
2291,LAYING
2292,LAYING
2293,LAYING
2294,LAYING
2295,LAYING
2296,LAYING
2297,LAYING
2298,LAYING
2299,LAYING
2300,LAYING
2301,LAYING
2302,LAYING
2303,LAYING
2304,LAYING
2305,LAYING
2306,LAYING
2307,LAYING
2308,LAYING
2309,LAYING
2310,LAYING
2311,LAYING
2312,LAYING
2313,LAYING
2314,LAYING
2315,LAYING
2316,LAYING
2317,WALKING
2318,WALKING
2319,WALKING
2320,WALKING
2321,WALKING
2322,WALKING
2323,WALKING
2324,WALKING
2325,WALKING
2326,WALKING
2327,WALKING
2328,WALKING
2329,WALKING
2330,WALKING
2331,WALKING
2332,WALKING
2333,WALKING
2334,WALKING
2335,WALKING
2336,WALKING
2337,WALKING
2338,WALKING_UPSTAIRS
2339,WALKING
2340,WALKING
2341,WALKING
2342,WALKING
2343,WALKING
2344,WALKING_DOWNSTAIRS
2345,WALKING_DOWNSTAIRS
2346,WALKING_DOWNSTAIRS
2347,WALKING_DOWNSTAIRS
2348,WALKING_DOWNSTAIRS
2349,WALKING_DOWNSTAIRS
2350,WALKING_DOWNSTAIRS
2351,WALKING_DOWNSTAIRS
2352,WALKING_DOWNSTAIRS
2353,WALKING_DOWNSTAIRS
2354,WALKING_DOWNSTAIRS
2355,WALKING_DOWNSTAIRS
2356,WALKING_DOWNSTAIRS
2357,WALKING_DOWNSTAIRS
2358,WALKING_DOWNSTAIRS
2359,WALKING_DOWNSTAIRS
2360,WALKING_DOWNSTAIRS
2361,WALKING_DOWNSTAIRS
2362,WALKING_DOWNSTAIRS
2363,WALKING_DOWNSTAIRS
2364,WALKING_DOWNSTAIRS
2365,WALKING_DOWNSTAIRS
2366,WALKING_UPSTAIRS
2367,WALKING_UPSTAIRS
2368,WALKING_UPSTAIRS
2369,WALKING_UPSTAIRS
2370,WALKING_UPSTAIRS
2371,WALKING_UPSTAIRS
2372,WALKING_UPSTAIRS
2373,WALKING_UPSTAIRS
2374,WALKING_UPSTAIRS
2375,WALKING_UPSTAIRS
2376,WALKING_UPSTAIRS
2377,WALKING_UPSTAIRS
2378,WALKING_UPSTAIRS
2379,WALKING_UPSTAIRS
2380,WALKING_UPSTAIRS
2381,WALKING_UPSTAIRS
2382,WALKING_UPSTAIRS
2383,WALKING_UPSTAIRS
2384,WALKING_UPSTAIRS
2385,WALKING_UPSTAIRS
2386,WALKING_UPSTAIRS
2387,WALKING_UPSTAIRS
2388,WALKING_UPSTAIRS
2389,WALKING_UPSTAIRS
2390,WALKING_UPSTAIRS
2391,WALKING_UPSTAIRS
2392,STANDING
2393,STANDING
2394,STANDING
2395,STANDING
2396,STANDING
2397,STANDING
2398,STANDING
2399,STANDING
2400,STANDING
2401,STANDING
2402,STANDING
2403,STANDING
2404,STANDING
2405,STANDING
2406,STANDING
2407,STANDING
2408,STANDING
2409,STANDING
2410,STANDING
2411,STANDING
2412,STANDING
2413,STANDING
2414,STANDING
2415,STANDING
2416,STANDING
2417,STANDING
2418,STANDING
2419,STANDING
2420,STANDING
2421,STANDING
2422,STANDING
2423,STANDING
2424,STANDING
2425,STANDING
2426,STANDING
2427,SITTING
2428,SITTING
2429,STANDING
2430,STANDING
2431,SITTING
2432,SITTING
2433,SITTING
2434,SITTING
2435,SITTING
2436,SITTING
2437,SITTING
2438,SITTING
2439,SITTING
2440,SITTING
2441,SITTING
2442,SITTING
2443,SITTING
2444,SITTING
2445,SITTING
2446,SITTING
2447,SITTING
2448,SITTING
2449,STANDING
2450,STANDING
2451,SITTING
2452,SITTING
2453,SITTING
2454,SITTING
2455,SITTING
2456,SITTING
2457,LAYING
2458,LAYING
2459,LAYING
2460,LAYING
2461,LAYING
2462,LAYING
2463,LAYING
2464,LAYING
2465,LAYING
2466,LAYING
2467,LAYING
2468,LAYING
2469,LAYING
2470,LAYING
2471,LAYING
2472,LAYING
2473,LAYING
2474,LAYING
2475,LAYING
2476,LAYING
2477,LAYING
2478,LAYING
2479,LAYING
2480,LAYING
2481,LAYING
2482,LAYING
2483,LAYING
2484,LAYING
2485,LAYING
2486,LAYING
2487,LAYING
2488,LAYING
2489,LAYING
2490,LAYING
2491,LAYING
2492,LAYING
2493,LAYING
2494,WALKING
2495,WALKING
2496,WALKING
2497,WALKING
2498,WALKING
2499,WALKING
2500,WALKING
2501,WALKING
2502,WALKING
2503,WALKING_UPSTAIRS
2504,WALKING
2505,WALKING
2506,WALKING
2507,WALKING
2508,WALKING
2509,WALKING
2510,WALKING
2511,WALKING
2512,WALKING
2513,WALKING
2514,WALKING
2515,WALKING
2516,WALKING
2517,WALKING
2518,WALKING_DOWNSTAIRS
2519,WALKING_DOWNSTAIRS
2520,WALKING_DOWNSTAIRS
2521,WALKING_DOWNSTAIRS
2522,WALKING_DOWNSTAIRS
2523,WALKING_DOWNSTAIRS
2524,WALKING_DOWNSTAIRS
2525,WALKING_DOWNSTAIRS
2526,WALKING_UPSTAIRS
2527,WALKING_DOWNSTAIRS
2528,WALKING_DOWNSTAIRS
2529,WALKING_DOWNSTAIRS
2530,WALKING_DOWNSTAIRS
2531,WALKING_DOWNSTAIRS
2532,WALKING_DOWNSTAIRS
2533,WALKING_UPSTAIRS
2534,WALKING_DOWNSTAIRS
2535,WALKING_DOWNSTAIRS
2536,WALKING_DOWNSTAIRS
2537,WALKING_DOWNSTAIRS
2538,WALKING_DOWNSTAIRS
2539,WALKING_DOWNSTAIRS
2540,WALKING_DOWNSTAIRS
2541,WALKING_UPSTAIRS
2542,WALKING_UPSTAIRS
2543,WALKING_UPSTAIRS
2544,WALKING_UPSTAIRS
2545,WALKING_UPSTAIRS
2546,WALKING_UPSTAIRS
2547,WALKING_UPSTAIRS
2548,WALKING_UPSTAIRS
2549,WALKING_UPSTAIRS
2550,WALKING_UPSTAIRS
2551,WALKING_UPSTAIRS
2552,WALKING_UPSTAIRS
2553,WALKING_UPSTAIRS
2554,WALKING_UPSTAIRS
2555,WALKING_UPSTAIRS
2556,WALKING_UPSTAIRS
2557,WALKING_UPSTAIRS
2558,WALKING_UPSTAIRS
2559,WALKING_UPSTAIRS
2560,WALKING_UPSTAIRS
2561,WALKING_UPSTAIRS
2562,WALKING_UPSTAIRS
2563,WALKING_UPSTAIRS
2564,WALKING_UPSTAIRS
2565,WALKING_UPSTAIRS
2566,STANDING
2567,STANDING
2568,STANDING
2569,STANDING
2570,STANDING
2571,STANDING
2572,STANDING
2573,STANDING
2574,STANDING
2575,STANDING
2576,STANDING
2577,STANDING
2578,STANDING
2579,STANDING
2580,STANDING
2581,STANDING
2582,STANDING
2583,STANDING
2584,STANDING
2585,STANDING
2586,STANDING
2587,STANDING
2588,STANDING
2589,STANDING
2590,STANDING
2591,STANDING
2592,STANDING
2593,STANDING
2594,STANDING
2595,STANDING
2596,STANDING
2597,STANDING
2598,STANDING
2599,SITTING
2600,SITTING
2601,SITTING
2602,SITTING
2603,SITTING
2604,SITTING
2605,SITTING
2606,SITTING
2607,SITTING
2608,SITTING
2609,SITTING
2610,SITTING
2611,SITTING
2612,SITTING
2613,SITTING
2614,SITTING
2615,SITTING
2616,SITTING
2617,SITTING
2618,SITTING
2619,SITTING
2620,SITTING
2621,SITTING
2622,SITTING
2623,SITTING
2624,SITTING
2625,SITTING
2626,SITTING
2627,SITTING
2628,SITTING
2629,SITTING
2630,SITTING
2631,SITTING
2632,SITTING
2633,LAYING
2634,LAYING
2635,LAYING
2636,LAYING
2637,LAYING
2638,LAYING
2639,LAYING
2640,LAYING
2641,LAYING
2642,LAYING
2643,LAYING
2644,LAYING
2645,LAYING
2646,LAYING
2647,LAYING
2648,LAYING
2649,LAYING
2650,LAYING
2651,LAYING
2652,LAYING
2653,LAYING
2654,LAYING
2655,LAYING
2656,LAYING
2657,LAYING
2658,LAYING
2659,LAYING
2660,LAYING
2661,LAYING
2662,LAYING
2663,LAYING
2664,LAYING
2665,LAYING
2666,LAYING
2667,LAYING
2668,LAYING
2669,WALKING
2670,WALKING
2671,WALKING
2672,WALKING
2673,WALKING
2674,WALKING
2675,WALKING
2676,WALKING
2677,WALKING
2678,WALKING
2679,WALKING
2680,WALKING
2681,WALKING
2682,WALKING
2683,WALKING
2684,WALKING
