Customer ID,Customer Name,Segment,Age,Country,City,State,Postal Code,Region
JA-15970,Joseph Airdo,Consumer,56,United States,Phoenix,Arizona,85023,West
DL-12925,Daniel Lacy,Consumer,23,United States,Oceanside,California,92054,West
LW-16990,Lindsay Williams,Corporate,58,United States,San Francisco,California,94110,West
TB-21190,Thomas Brumley,Home Office,29,United States,Fayetteville,Arkansas,72701,South
BS-11800,Bryan Spruell,Home Office,53,United States,New York City,New York,10011,East
RW-19690,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South
TZ-21580,Tracy Zic,Consumer,65,United States,Louisville,Colorado,80027,West
AS-10630,Ann Steele,Home Office,54,United States,Pasadena,Texas,77506,Central
TS-21340,Toby Swindell,Consumer,67,United States,Houston,Texas,77041,Central
SL-20155,Sara Luxemburg,Home Office,55,United States,Jacksonville,Florida,32216,South
MW-18235,Mitch Willingham,Corporate,30,United States,Virginia Beach,Virginia,23464,South
RD-19585,Rob Dowd,Consumer,60,United States,Henderson,Kentucky,42420,South
RA-19945,Ryan Akin,Consumer,39,United States,Murrieta,California,92563,West
MT-17815,Meg Tillman,Consumer,58,United States,Scottsdale,Arizona,85254,West
VG-21790,Vivek Gonzalez,Consumer,44,United States,San Diego,California,92037,West
JS-15880,John Stevenson,Consumer,60,United States,Seattle,Washington,98103,West
KM-16225,Kalyca Meade,Corporate,57,United States,New York City,New York,10011,East
HR-14770,Hallie Redmond,Home Office,67,United States,Los Angeles,California,90045,West
DE-13255,Deanra Eno,Home Office,42,United States,Springfield,Ohio,45503,East
AG-10390,Allen Goldenen,Consumer,47,United States,Cincinnati,Ohio,45231,East
JJ-15445,Jennifer Jackson,Consumer,47,United States,Los Angeles,California,90004,West
JH-15430,Jennifer Halladay,Consumer,48,United States,Burlington,North Carolina,27217,South
RD-19660,Robert Dilbeck,Home Office,53,United States,Saint Peters,Missouri,63376,Central
MO-17500,Mary O'Rourke,Consumer,25,United States,New York City,New York,10035,East
NS-18640,Noel Staavos,Corporate,37,United States,Chicago,Illinois,60610,Central
DG-13300,Deirdre Greer,Corporate,60,United States,Philadelphia,Pennsylvania,19134,East
NF-18595,Nicole Fjeld,Home Office,42,United States,New York City,New York,10009,East
MG-17650,Matthew Grinstein,Home Office,53,United States,Philadelphia,Pennsylvania,19143,East
TS-21160,Theresa Swint,Corporate,27,United States,Toledo,Ohio,43615,East
BD-11620,Brian DeCherney,Consumer,46,United States,San Francisco,California,94122,West
CM-12160,Charles McCrossin,Consumer,58,United States,Brownsville,Texas,78521,Central
SN-20560,Skye Norling,Home Office,65,United States,Los Angeles,California,90008,West
EH-14005,Erica Hernandez,Home Office,38,United States,Denver,Colorado,80219,West
FO-14305,Frank Olsen,Consumer,22,United States,New York City,New York,10035,East
MS-17710,Maurice Satty,Consumer,46,United States,Mesa,Arizona,85204,West
CC-12100,Chad Cunningham,Home Office,30,United States,Columbus,Indiana,47201,Central
DW-13540,Don Weiss,Consumer,60,United States,Seattle,Washington,98105,West
BT-11395,Bill Tyler,Corporate,32,United States,Detroit,Michigan,48227,Central
CY-12745,Craig Yedwab,Corporate,36,United States,Oakland,California,94601,West
BT-11485,Brad Thomas,Home Office,66,United States,Clinton,Maryland,20735,East
PS-19045,Penelope Sewall,Home Office,23,United States,Charlotte,North Carolina,28205,South
PV-18985,Paul Van Hugh,Home Office,64,United States,San Francisco,California,94122,West
NM-18520,Neoma Murray,Consumer,45,United States,Riverside,California,92503,West
DL-13495,Dionis Lloyd,Corporate,52,United States,San Francisco,California,94110,West
CS-12355,Christine Sundaresam,Consumer,63,United States,Roswell,Georgia,30076,South
FH-14275,Frank Hawley,Corporate,26,United States,La Porte,Indiana,46350,Central
NC-18340,Nat Carroll,Consumer,45,United States,Lansing,Michigan,48911,Central
AA-10315,Alex Avila,Consumer,66,United States,Minneapolis,Minnesota,55407,Central
LT-16765,Larry Tron,Consumer,42,United States,Escondido,California,92025,West
AP-10720,Anne Pryor,Home Office,18,United States,New York City,New York,10035,East
PM-18940,Paul MacIntyre,Consumer,41,United States,Jackson,Michigan,49201,Central
AT-10435,Alyssa Tate,Home Office,19,United States,Los Angeles,California,90004,West
CA-12055,Cathy Armstrong,Home Office,67,United States,Houston,Texas,77070,Central
HR-14830,Harold Ryan,Corporate,69,United States,Seattle,Washington,98103,West
BT-11530,Bradley Talbott,Home Office,34,United States,Los Angeles,California,90036,West
LH-16750,Larry Hughes,Consumer,37,United States,Charlotte,North Carolina,28205,South
SW-20755,Steven Ward,Corporate,57,United States,New York City,New York,10009,East
SP-20620,Stefania Perrino,Corporate,32,United States,Philadelphia,Pennsylvania,19134,East
BF-11170,Ben Ferrer,Home Office,19,United States,Los Angeles,California,90036,West
KT-16480,Kean Thornton,Consumer,51,United States,Buffalo,New York,14215,East
BG-11695,Brooke Gillingham,Corporate,46,United States,Cincinnati,Ohio,45231,East
GM-14680,Greg Matthias,Consumer,69,United States,Seattle,Washington,98105,West
EJ-14155,Eva Jacobs,Consumer,22,United States,Gulfport,Mississippi,39503,South
NP-18700,Nora Preis,Consumer,32,United States,Fresno,California,93727,West
MH-18115,Mick Hernandez,Home Office,25,United States,Chester,Pennsylvania,19013,East
JR-15700,Jocasta Rupert,Consumer,69,United States,Jacksonville,Florida,32216,South
SM-20950,Suzanne McNair,Corporate,54,United States,Greenville,North Carolina,27834,South
CC-12220,Chris Cortes,Consumer,18,United States,La Porte,Indiana,46350,Central
PF-19225,Phillip Flathmann,Consumer,49,United States,San Francisco,California,94122,West
DC-12850,Dan Campbell,Consumer,50,United States,Florence,Alabama,35630,South
BD-11770,Bryan Davis,Consumer,50,United States,Houston,Texas,77070,Central
GM-14500,Gene McClure,Consumer,41,United States,Providence,Rhode Island,2908,East
TB-21355,Todd Boyes,Corporate,53,United States,New York City,New York,10009,East
JH-16180,Justin Hirsh,Consumer,57,United States,Pueblo,Colorado,81001,West
EB-13975,Erica Bern,Corporate,53,United States,Fairfield,California,94533,West
QJ-19255,Quincy Jones,Corporate,48,United States,Saint Paul,Minnesota,55106,Central
TC-21535,Tracy Collins,Home Office,57,United States,Arlington,Virginia,22204,South
CS-12460,Chuck Sachs,Consumer,44,United States,Columbus,Georgia,31907,South
HG-14965,Henry Goldwyn,Corporate,32,United States,Los Angeles,California,90032,West
LW-16825,Laurel Workman,Corporate,64,United States,Deltona,Florida,32725,South
MC-17575,Matt Collins,Consumer,25,United States,Cincinnati,Ohio,45231,East
LP-17095,Liz Preis,Consumer,58,United States,Murray,Kentucky,42071,South
EB-14170,Evan Bailliet,Consumer,64,United States,Wilmington,North Carolina,28403,South
GZ-14545,George Zrebassa,Corporate,56,United States,Lawrence,Massachusetts,1841,East
CP-12085,Cathy Prescott,Corporate,62,United States,Norwich,Connecticut,6360,East
FG-14260,Frank Gastineau,Home Office,67,United States,San Francisco,California,94110,West
LD-17005,Lisa DeCherney,Consumer,65,United States,San Francisco,California,94109,West
AB-10255,Alejandro Ballentine,Home Office,34,United States,Lorain,Ohio,44052,East
MN-17935,Michael Nguyen,Consumer,41,United States,Dallas,Texas,75220,Central
JR-15670,Jim Radford,Consumer,18,United States,Middletown,Connecticut,6457,East
JF-15190,Jamie Frazer,Consumer,26,United States,Los Angeles,California,90008,West
CM-12115,Chad McGuire,Consumer,50,United States,New York City,New York,10011,East
AS-10045,Aaron Smayling,Corporate,42,United States,Jacksonville,North Carolina,28540,South
BP-11290,Beth Paige,Consumer,26,United States,Evanston,Illinois,60201,Central
ND-18370,Natalie DeCherney,Consumer,41,United States,Louisville,Kentucky,40214,South
LB-16735,Larry Blacks,Consumer,65,United States,Fort Worth,Texas,76106,Central
KT-16465,Kean Takahito,Consumer,24,United States,Los Angeles,California,90049,West
HM-14860,Harry Marie,Corporate,64,United States,Philadelphia,Pennsylvania,19120,East
AB-10600,Ann Blume,Corporate,34,United States,Tucson,Arizona,85705,West
SZ-20035,Sam Zeldin,Home Office,39,United States,Pico Rivera,California,90660,West
MG-17890,Michael Granlund,Home Office,31,United States,Clinton,Maryland,20735,East
JK-16120,Julie Kriz,Home Office,67,United States,Aurora,Illinois,60505,Central
PP-18955,Paul Prost,Home Office,44,United States,Smyrna,Georgia,30080,South
YS-21880,Yana Sorensen,Corporate,31,United States,Burlington,North Carolina,27217,South
KM-16375,Katherine Murray,Home Office,70,United States,Salem,Virginia,24153,South
AB-10105,Adrian Barton,Consumer,63,United States,Phoenix,Arizona,85023,West
HA-14905,Helen Abelman,Consumer,58,United States,New York City,New York,10024,East
BT-11305,Beth Thompson,Home Office,38,United States,Costa Mesa,California,92627,West
SV-20815,Stuart Van,Corporate,42,United States,Houston,Texas,77041,Central
RW-19540,Rick Wilson,Corporate,52,United States,Mesa,Arizona,85204,West
DK-12835,Damala Kotsonis,Corporate,57,United States,Salinas,California,93905,West
ST-20530,Shui Tom,Consumer,26,United States,Parma,Ohio,44134,East
MM-17920,Michael Moore,Consumer,41,United States,San Francisco,California,94110,West
PW-19030,Pauline Webber,Corporate,47,United States,Richmond,Kentucky,40475,South
SC-20440,Shaun Chance,Corporate,28,United States,Aurora,Colorado,80013,West
TS-21085,Thais Sissman,Consumer,21,United States,Phoenix,Arizona,85023,West
MC-17425,Mark Cousins,Corporate,50,United States,Mobile,Alabama,36608,South
ME-17320,Maria Etezadi,Home Office,48,United States,Columbus,Georgia,31907,South
NH-18610,Nicole Hansen,Corporate,44,United States,Irving,Texas,75061,Central
MB-18085,Mick Brown,Consumer,54,United States,Vineland,New Jersey,8360,East
KD-16495,Keith Dawkins,Corporate,68,United States,New York City,New York,10009,East
KN-16390,Katherine Nockton,Corporate,43,United States,Los Angeles,California,90004,West
NP-18685,Nora Pelletier,Home Office,42,United States,Niagara Falls,New York,14304,East
CS-12505,Cindy Stewart,Consumer,41,United States,Thomasville,North Carolina,27360,South
MS-17770,Maxwell Schwartz,Consumer,47,United States,New York City,New York,10035,East
CM-12655,Corinna Mitchell,Home Office,33,United States,Los Angeles,California,90008,West
Co-12640,Corey-Lock,Consumer,55,United States,Philadelphia,Pennsylvania,19143,East
TS-21370,Todd Sumrall,Corporate,62,United States,New York City,New York,10035,East
JW-15220,Jane Waco,Corporate,24,United States,Vancouver,Washington,98661,West
JD-15790,John Dryer,Consumer,26,United States,Coppell,Texas,75019,Central
PC-19000,Pauline Chand,Home Office,49,United States,Los Angeles,California,90004,West
AR-10540,Andy Reiter,Consumer,48,United States,New York City,New York,10024,East
AI-10855,Arianne Irving,Consumer,35,United States,Philadelphia,Pennsylvania,19120,East
TB-21400,Tom Boeckenhauer,Consumer,37,United States,Seattle,Washington,98105,West
PL-18925,Paul Lucas,Home Office,20,United States,Chicago,Illinois,60610,Central
GH-14425,Gary Hwang,Consumer,63,United States,Tucson,Arizona,85705,West
MP-18175,Mike Pelletier,Home Office,34,United States,Laguna Niguel,California,92677,West
JM-15655,Jim Mitchum,Corporate,28,United States,Bridgeton,New Jersey,8302,East
CL-11890,Carl Ludwig,Consumer,63,United States,Everett,Massachusetts,2149,East
DB-13270,Deborah Brumfield,Home Office,24,United States,San Diego,California,92024,West
IG-15085,Ivan Gibson,Consumer,63,United States,San Diego,California,92024,West
BO-11425,Bobby Odegard,Consumer,63,United States,Richmond,Kentucky,40475,South
AB-10150,Aimee Bixby,Consumer,65,United States,Long Beach,New York,11561,East
JW-16075,Julia West,Consumer,25,United States,Philadelphia,Pennsylvania,19140,East
EB-13750,Edward Becker,Corporate,20,United States,Seattle,Washington,98103,West
SG-20470,Sheri Gordon,Consumer,44,United States,New York City,New York,10011,East
CM-12190,Charlotte Melton,Consumer,66,United States,Philadelphia,Pennsylvania,19134,East
AW-10840,Anthony Witt,Consumer,37,United States,Allen,Texas,75002,Central
MC-18100,Mick Crebagga,Consumer,65,United States,El Paso,Texas,79907,Central
TT-21460,Tonja Turnell,Home Office,22,United States,Aurora,Illinois,60505,Central
VG-21805,Vivek Grady,Corporate,54,United States,Virginia Beach,Virginia,23464,South
MY-18295,Muhammed Yedwab,Corporate,25,United States,Grapevine,Texas,76051,Central
RD-19480,Rick Duston,Consumer,47,United States,Olympia,Washington,98502,West
DP-13390,Dennis Pardue,Home Office,44,United States,Peoria,Illinois,61604,Central
ML-17395,Marina Lichtenstein,Corporate,44,United States,Los Angeles,California,90008,West
JC-15385,Jenna Caffey,Consumer,35,United States,Kent,Washington,98031,West
JG-15160,James Galang,Consumer,37,United States,Los Angeles,California,90049,West
MC-17275,Marc Crier,Consumer,24,United States,Lafayette,Louisiana,70506,South
NW-18400,Natalie Webber,Consumer,29,United States,Tigard,Oregon,97224,West
TB-21280,Toby Braunhardt,Consumer,24,United States,Washington,District of Columbia,20016,East
BS-11380,Bill Stewart,Corporate,53,United States,Skokie,Illinois,60076,Central
HH-15010,Hilary Holden,Corporate,58,United States,San Francisco,California,94110,West
CD-12280,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105,West
TH-21100,Thea Hendricks,Consumer,21,United States,Los Angeles,California,90045,West
MM-18055,Michelle Moray,Consumer,19,United States,Seattle,Washington,98115,West
NS-18505,Neola Schneider,Consumer,54,United States,Dallas,Texas,75217,Central
RB-19645,Robert Barroso,Corporate,40,United States,North Las Vegas,Nevada,89031,West
SW-20455,Shaun Weien,Consumer,21,United States,Suffolk,Virginia,23434,South
EB-13930,Eric Barreto,Consumer,63,United States,San Francisco,California,94110,West
PS-18760,Pamela Stobb,Consumer,36,United States,Los Angeles,California,90008,West
HF-14995,Herbert Flentye,Consumer,19,United States,Indianapolis,Indiana,46203,Central
HZ-14950,Henia Zydlo,Consumer,32,United States,Columbus,Ohio,43229,East
CD-12790,Cynthia Delaney,Home Office,70,United States,San Diego,California,92037,West
JK-15205,Jamie Kunitz,Consumer,48,United States,San Francisco,California,94122,West
FM-14215,Filia McAdams,Corporate,62,United States,Dublin,Ohio,43017,East
ED-13885,Emily Ducich,Home Office,28,United States,San Diego,California,92037,West
DA-13450,Dianna Arnett,Home Office,38,United States,Houston,Texas,77095,Central
JW-15955,Joni Wasserman,Consumer,45,United States,Oakland,California,94601,West
RM-19375,Raymond Messe,Consumer,39,United States,Houston,Texas,77095,Central
ML-17755,Max Ludwig,Home Office,22,United States,Suffolk,Virginia,23434,South
CC-12685,Craig Carroll,Consumer,59,United States,Greensboro,North Carolina,27405,South
JE-15610,Jim Epp,Corporate,38,United States,Milwaukee,Wisconsin,53209,Central
RP-19855,Roy Phan,Corporate,50,United States,Kenosha,Wisconsin,53142,Central
TB-21175,Thomas Boland,Corporate,45,United States,Houston,Texas,77041,Central
BE-11455,Brad Eason,Home Office,20,United States,Olathe,Kansas,66062,Central
JF-15565,Jill Fjeld,Consumer,36,United States,Dallas,Texas,75081,Central
PB-19210,Phillip Breyer,Corporate,32,United States,Tulsa,Oklahoma,74133,Central
BT-11680,Brian Thompson,Consumer,70,United States,Newark,Ohio,43055,East
JL-15235,Janet Lee,Consumer,29,United States,Chicago,Illinois,60623,Central
CH-12070,Cathy Hwang,Home Office,36,United States,Raleigh,North Carolina,27604,South
ND-18460,Neil Ducich,Corporate,33,United States,Macon,Georgia,31204,South
BF-10975,Barbara Fisher,Corporate,47,United States,Charlotte,North Carolina,28205,South
KH-16330,Katharine Harms,Corporate,66,United States,Bowling Green,Kentucky,42104,South
GW-14605,Giulietta Weimer,Consumer,49,United States,Seattle,Washington,98115,West
NC-18625,Noah Childs,Corporate,48,United States,Aurora,Colorado,80013,West
ME-18010,Michelle Ellison,Corporate,34,United States,San Francisco,California,94122,West
BP-11230,Benjamin Patterson,Consumer,19,United States,Spokane,Washington,99207,West
JC-15775,John Castell,Consumer,22,United States,San Antonio,Texas,78207,Central
AS-10090,Adam Shillingsburg,Consumer,46,United States,Charlottesville,Virginia,22901,South
AC-10450,Amy Cox,Consumer,46,United States,Minneapolis,Minnesota,55407,Central
MD-17860,Michael Dominguez,Corporate,21,United States,Indianapolis,Indiana,46203,Central
DB-13660,Duane Benoit,Consumer,21,United States,Oceanside,New York,11572,East
EH-13990,Erica Hackney,Consumer,22,United States,Roswell,Georgia,30076,South
EH-13765,Edward Hooks,Corporate,44,United States,Watertown,New York,13601,East
SC-20230,Scot Coram,Corporate,20,United States,Arlington,Texas,76017,Central
JE-15715,Joe Elijah,Consumer,44,United States,Broomfield,Colorado,80020,West
AC-10615,Ann Chong,Corporate,61,United States,New York City,New York,10009,East
JD-16015,Joy Daniels,Consumer,23,United States,Chicago,Illinois,60610,Central
CB-12415,Christy Brittain,Consumer,47,United States,Columbus,Ohio,43229,East
JS-16030,Joy Smith,Consumer,51,United States,Houston,Texas,77036,Central
LW-17215,Luke Weiss,Consumer,60,United States,Pasadena,California,91104,West
SC-20800,Stuart Calhoun,Consumer,20,United States,Houston,Texas,77041,Central
AM-10705,Anne McFarland,Consumer,28,United States,Auburn,Alabama,36830,South
RH-19510,Rick Huthwaite,Home Office,67,United States,Providence,Rhode Island,2908,East
CT-11995,Carol Triggs,Consumer,57,United States,Rochester,Minnesota,55901,Central
MC-17590,Matt Collister,Corporate,36,United States,Perth Amboy,New Jersey,8861,East
CC-12610,Corey Catlett,Corporate,18,United States,Philadelphia,Pennsylvania,19134,East
KA-16525,Kelly Andreada,Consumer,59,United States,Ontario,California,91761,West
TC-20980,Tamara Chand,Corporate,29,United States,Seattle,Washington,98105,West
BF-11080,Bart Folk,Consumer,23,United States,Baltimore,Maryland,21215,East
MM-17260,Magdelene Morse,Consumer,49,United States,Wilmington,Delaware,19805,East
AH-10120,Adrian Hane,Home Office,27,United States,Tucson,Arizona,85705,West
BW-11200,Ben Wallace,Consumer,31,United States,Boynton Beach,Florida,33437,South
SW-20245,Scot Wooten,Consumer,20,United States,Stockton,California,95207,West
BS-11665,Brian Stugart,Consumer,21,United States,Philadelphia,Pennsylvania,19143,East
RF-19345,Randy Ferguson,Corporate,48,United States,Dover,New Hampshire,3820,East
WB-21850,William Brown,Consumer,38,United States,Philadelphia,Pennsylvania,19134,East
TB-21625,Trudy Brown,Consumer,63,United States,Grand Prairie,Texas,75051,Central
AF-10870,Art Ferguson,Consumer,63,United States,College Station,Texas,77840,Central
RB-19435,Richard Bierner,Consumer,18,United States,Saint Louis,Missouri,63116,Central
KF-16285,Karen Ferguson,Home Office,65,United States,Manteca,California,95336,West
JH-15820,John Huston,Consumer,37,United States,Kent,Ohio,44240,East
IL-15100,Ivan Liston,Consumer,53,United States,San Francisco,California,94122,West
PB-18805,Patrick Bzostek,Home Office,61,United States,Salt Lake City,Utah,84106,West
RH-19600,Rob Haberlin,Consumer,21,United States,Huntsville,Alabama,35810,South
AW-10930,Arthur Wiediger,Home Office,58,United States,Aurora,Illinois,60505,Central
ML-17410,Maris LaWare,Consumer,30,United States,Fairfield,Connecticut,6824,East
DB-13555,Dorothy Badders,Corporate,58,United States,Jacksonville,Florida,32216,South
MH-17620,Matt Hagelstein,Corporate,22,United States,San Francisco,California,94110,West
DK-13375,Dennis Kane,Consumer,56,United States,Marion,Ohio,43302,East
BT-11440,Bobby Trafton,Consumer,20,United States,Littleton,Colorado,80122,West
DB-13405,Denny Blanton,Consumer,41,United States,La Porte,Indiana,46350,Central
TG-21310,Toby Gnade,Consumer,68,United States,Los Angeles,California,90049,West
BF-11005,Barry Franz,Home Office,56,United States,Pasadena,California,91104,West
JM-16195,Justin MacKendrick,Consumer,18,United States,Los Angeles,California,90004,West
MZ-17335,Maria Zettner,Home Office,29,United States,San Diego,California,92024,West
MW-18220,Mitch Webber,Consumer,69,United States,New York City,New York,10035,East
MV-17485,Mark Van Huff,Consumer,54,United States,Arlington,Virginia,22204,South
SM-20320,Sean Miller,Home Office,62,United States,Monroe,North Carolina,28110,South
TP-21415,Tom Prescott,Consumer,52,United States,Seattle,Washington,98115,West
JK-15625,Jim Karlsson,Consumer,34,United States,Seattle,Washington,98115,West
PJ-18835,Patrick Jones,Corporate,19,United States,Murfreesboro,Tennessee,37130,South
RS-19420,Ricardo Sperren,Corporate,44,United States,Seattle,Washington,98115,West
SV-20935,Susan Vittorini,Consumer,53,United States,New York City,New York,10009,East
BC-11125,Becky Castell,Home Office,35,United States,Peoria,Arizona,85345,West
EM-13825,Elizabeth Moffitt,Corporate,63,United States,Sioux Falls,South Dakota,57103,Central
BM-11575,Brendan Murry,Corporate,22,United States,New York City,New York,10035,East
KN-16705,Kristina Nunn,Home Office,65,United States,Fort Collins,Colorado,80525,West
KW-16570,Kelly Williams,Consumer,50,United States,Clarksville,Tennessee,37042,South
SC-20260,Scott Cohen,Corporate,24,United States,San Francisco,California,94122,West
CV-12295,Christina VanderZanden,Consumer,58,United States,Fresno,California,93727,West
SG-20605,Speros Goranitis,Consumer,69,United States,New York City,New York,10009,East
TM-21010,Tamara Manning,Consumer,31,United States,San Francisco,California,94122,West
EM-13810,Eleni McCrary,Corporate,59,United States,Los Angeles,California,90036,West
ML-18040,Michelle Lonsdale,Corporate,22,United States,Albuquerque,New Mexico,87105,West
CR-12580,Clay Rozendal,Home Office,52,United States,Elmhurst,Illinois,60126,Central
AZ-10750,Annie Zypern,Consumer,59,United States,New York City,New York,10009,East
PW-19240,Pierre Wener,Consumer,70,United States,Louisville,Colorado,80027,West
SC-20380,Shahid Collister,Consumer,68,United States,Seattle,Washington,98115,West
CM-11935,Carlos Meador,Consumer,56,United States,Fayetteville,North Carolina,28314,South
GM-14695,Greg Maxwell,Corporate,49,United States,Los Angeles,California,90036,West
TB-21250,Tim Brockman,Consumer,39,United States,New York City,New York,10024,East
JM-15865,John Murray,Consumer,66,United States,Jamestown,New York,14701,East
SC-20575,Sonia Cooley,Consumer,58,United States,Mishawaka,Indiana,46544,Central
LS-17200,Luke Schmidt,Corporate,59,United States,Skokie,Illinois,60076,Central
RR-19315,Ralph Ritter,Consumer,31,United States,San Francisco,California,94110,West
DB-12910,Daniel Byrd,Home Office,38,United States,Tampa,Florida,33614,South
TT-21220,Thomas Thornton,Consumer,47,United States,Houston,Texas,77041,Central
LO-17170,Lori Olson,Corporate,29,United States,La Quinta,California,92253,West
KD-16615,Ken Dana,Corporate,41,United States,Scottsdale,Arizona,85254,West
NB-18580,Nicole Brennan,Corporate,33,United States,Philadelphia,Pennsylvania,19134,East
BD-11635,Brian Derr,Consumer,42,United States,Bowling Green,Kentucky,42104,South
CM-12235,Chris McAfee,Consumer,35,United States,Carrollton,Texas,75007,Central
EN-13780,Edward Nazzal,Consumer,64,United States,New York City,New York,10035,East
KN-16450,Kean Nguyen,Corporate,47,United States,Jacksonville,Florida,32216,South
BO-11350,Bill Overfelt,Corporate,46,United States,Los Angeles,California,90045,West
AG-10300,Aleksandra Gannaway,Corporate,68,United States,Los Angeles,California,90049,West
MC-17635,Matthew Clasen,Corporate,49,United States,Saint Louis,Missouri,63116,Central
TA-21385,Tom Ashbrook,Home Office,19,United States,New York City,New York,10024,East
JF-15295,Jason Fortune-,Consumer,59,United States,Seattle,Washington,98103,West
TT-21265,Tim Taslimi,Corporate,69,United States,Los Angeles,California,90045,West
SB-20170,Sarah Bern,Consumer,62,United States,New York City,New York,10035,East
CL-12700,Craig Leslie,Home Office,36,United States,Springfield,Missouri,65807,Central
HG-15025,Hunter Glantz,Consumer,30,United States,Amarillo,Texas,79109,Central
NL-18310,Nancy Lomonaco,Home Office,69,United States,Los Angeles,California,90045,West
RR-19525,Rick Reed,Corporate,51,United States,Lowell,Massachusetts,1852,East
TC-21295,Toby Carlisle,Consumer,31,United States,San Diego,California,92024,West
SV-20785,Stewart Visinsky,Consumer,34,United States,Pueblo,Colorado,81001,West
BE-11410,Bobby Elias,Consumer,54,United States,Lancaster,Ohio,43130,East
SC-20680,Steve Carroll,Home Office,31,United States,Columbus,Georgia,31907,South
DF-13135,David Flashing,Consumer,45,United States,Vallejo,California,94591,West
FH-14350,Fred Harton,Consumer,45,United States,Seattle,Washington,98105,West
MS-17530,MaryBeth Skach,Consumer,45,United States,San Diego,California,92037,West
RH-19555,Ritsa Hightower,Consumer,61,United States,Tallahassee,Florida,32303,South
GA-14515,George Ashbrook,Consumer,42,United States,San Francisco,California,94122,West
JP-16135,Julie Prescott,Home Office,57,United States,Columbus,Georgia,31907,South
Dp-13240,Dean percer,Home Office,64,United States,Murray,Utah,84107,West
MO-17950,Michael Oakman,Consumer,35,United States,Dallas,Texas,75220,Central
DL-13330,Denise Leinenbach,Consumer,69,United States,Las Cruces,New Mexico,88001,West
MH-18025,Michelle Huthwaite,Consumer,40,United States,Seattle,Washington,98115,West
DR-12940,Daniel Raglin,Home Office,65,United States,Franklin,Massachusetts,2038,East
DM-13015,Darrin Martin,Consumer,53,United States,Encinitas,California,92024,West
CA-11965,Carol Adams,Corporate,19,United States,Hoover,Alabama,35244,South
AC-10660,Anna Chung,Consumer,30,United States,Huntsville,Texas,77340,Central
DM-13345,Denise Monton,Corporate,46,United States,Roswell,Georgia,30076,South
VF-21715,Vicky Freymann,Home Office,59,United States,Columbus,Indiana,47201,Central
CC-12370,Christopher Conant,Consumer,38,United States,Fayetteville,North Carolina,28314,South
BF-11275,Beth Fritzler,Corporate,21,United States,Tucson,Arizona,85705,West
HG-14845,Harry Greene,Consumer,63,United States,Lake Charles,Louisiana,70601,South
BP-11155,Becky Pak,Consumer,46,United States,Columbus,Georgia,31907,South
EM-14140,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West
MA-17995,Michelle Arnett,Home Office,33,United States,Watertown,New York,13601,East
AY-10555,Andy Yotov,Corporate,61,United States,Oceanside,California,92054,West
GB-14575,Giulietta Baptist,Consumer,50,United States,Philadelphia,Pennsylvania,19134,East
JB-16045,Julia Barnett,Home Office,65,United States,Columbus,Georgia,31907,South
MG-17875,Michael Grace,Home Office,67,United States,New York City,New York,10011,East
SR-20425,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027,West
JB-16000,Joy Bell-,Consumer,46,United States,Brownsville,Texas,78521,Central
DM-12955,Dario Medina,Corporate,26,United States,Lincoln Park,Michigan,48146,Central
TC-21475,Tony Chapman,Home Office,64,United States,Columbus,Georgia,31907,South
SW-20350,Sean Wendt,Home Office,51,United States,Detroit,Michigan,48227,Central
RE-19450,Richard Eichhorn,Consumer,30,United States,Dallas,Texas,75081,Central
BF-11215,Benjamin Farhat,Home Office,69,United States,Albuquerque,New Mexico,87105,West
KB-16405,Katrina Bavinger,Home Office,34,United States,Apple Valley,California,92307,West
JG-15310,Jason Gross,Corporate,61,United States,Providence,Rhode Island,2908,East
EC-14050,Erin Creighton,Consumer,52,United States,New York City,New York,10024,East
EB-14110,Eugene Barchas,Consumer,44,United States,Philadelphia,Pennsylvania,19134,East
JP-15460,Jennifer Patt,Corporate,69,United States,Oceanside,New York,11572,East
CS-11845,Cari Sayre,Corporate,24,United States,Seattle,Washington,98105,West
GH-14410,Gary Hansen,Home Office,42,United States,Glendale,Arizona,85301,West
PT-19090,Pete Takahito,Consumer,48,United States,Houston,Texas,77070,Central
JL-15130,Jack Lebron,Consumer,63,United States,Houston,Texas,77036,Central
AH-10030,Aaron Hawkins,Corporate,60,United States,Philadelphia,Pennsylvania,19134,East
CC-12475,Cindy Chapman,Consumer,48,United States,New York City,New York,10024,East
DW-13195,David Wiener,Corporate,55,United States,Houston,Texas,77095,Central
SJ-20215,Sarah Jordon,Consumer,50,United States,Grand Prairie,Texas,75051,Central
BG-11740,Bruce Geld,Consumer,39,United States,Philadelphia,Pennsylvania,19120,East
LB-16795,Laurel Beltran,Home Office,18,United States,Highland Park,Illinois,60035,Central
CM-11815,Candace McMahon,Corporate,28,United States,Pasadena,Texas,77506,Central
EH-14185,Evan Henry,Consumer,31,United States,Decatur,Alabama,35601,South
TS-21505,Tony Sayre,Consumer,32,United States,Columbia,Tennessee,38401,South
PR-18880,Patrick Ryan,Consumer,44,United States,Oakland,California,94601,West
